Data_Hora,IdTweet,Candidato,Tweet_limpo,Sentimento_Final
2022-05-09 19:53:34+00:00,1523753060409159680,Péricles," up único partido com um candidato negro, morador de ocupação, a presidência, leonardo péricles. partido que ao longo deste mandato do atual presidente, ajudou a promover mais de uma dúzia de atos fora bolsonaro, através do povo nas ruas.",Neutro
2022-05-09 19:41:04+00:00,1523749915435753472,Péricles," porra, votaria fácil no leonardo péricles.mas dada a situação vou de lula fácil.não dá pra abrir brechas para esses caras que estão no poder",Negativo
2022-05-09 19:11:12+00:00,1523742399415013376,Péricles,🔴 a força da unidade popular com leonardo péricles no sub 40  via ,Positivo
2022-05-09 19:09:27+00:00,1523741959168217088,Péricles,sub40: entrevistando leonardo péricles: a força da unidade popular  via ,Positivo
2022-05-09 19:08:58+00:00,1523741836485230592,Péricles,leonardo péricles - candidatura da unidade popular  via ,Positivo
2022-05-09 17:51:01+00:00,1523722220656156672,Péricles,  como disse o leonardo péricles candidato a preseidente pela  a classe trabalhadora quer o banquete,Neutro
2022-05-09 17:28:20+00:00,1523716510966976512,Péricles,"léo péricles participa de sessão do filme medida provisória com lazaro ramos e pré-candidatos negros do rjno dia 11 de maio, o pré-candidato à presidência da república pela unidade popular pelo socialismo, leonardo péricles, participará de uma sessão do filme medida provisória. ",Positivo
2022-05-09 17:12:02+00:00,1523712410422444033,Péricles," não é questão de segundo turno, e sim que estão incomodados com a pré-candidatura de leonardo periclés, que defende um governo popular e políticas de zero conciliação com a burguesia. querem monopolizar as eleições.",Positivo
2022-05-09 16:48:12+00:00,1523706410663813121,Péricles,"   não me identifico com essa política, não gosto do sensacionalismo e do clima de festa e por isso não acho que seja a única alternativa dentro da via eleitoral, porque existem as candidaturas de sofia manzano (pcb) e leonardo pericles (up), que me representam e merecem meu voto",Neutro
2022-05-09 16:44:48+00:00,1523705556372168704,Péricles,"aproveitando que fui silenciado pelo fã encubado da anitta, pesquisem sobre leonardo péricles e sofia manzano… nao votar no lula ou bolsonaro nao eh estar em cima do muro, eh só saber que temos mais opções alem deles",Negativo
2022-05-09 16:09:27+00:00,1523696661200982016,Péricles,"entrevista completa com leonardo péricles, pré-candidato à presidência  via  play  24:00 - respondo o reporter, não existem mais grupos de pressão pois nós a população preta, e pobre, não temos se quer tempo para poder lutar pelos nossos direitos.",Positivo
2022-05-09 16:04:27+00:00,1523695403828359168,Péricles," se precisar um segundo turno voto no lula tranquilamente, mas não vem querer fazer a gente engolir essa tática conciliatória de sempre dele não e ainda metendo alckmin de vice. meu voto é leonardo péricles com muito orgulho do meu partido",Negativo
2022-05-09 16:03:33+00:00,1523695174320222209,Péricles,"cada cachorro que lamba sua caceta. no segundo turno, se tudo andar como se desenha, tô fechadasso com o lula.mas no primeiro turno eu tenho candidato: é leonardo pericles 80 ",Negativo
2022-05-09 15:58:09+00:00,1523693817878441986,Péricles,ou l de leonardo péricles. ( presidente do partido da up ).,Neutro
2022-05-09 14:08:27+00:00,1523666209476325376,Péricles,"minha discussão é entre leonardo péricles e geraldo rufino mano, se vc vier com papo de lula vai toma no seu cu, não guento mais vocês não, lula que se foda e bozo não merece nem citação, abre o olho vacilão",Negativo
2022-05-09 14:02:04+00:00,1523664605368643584,Péricles," ela pediu ""voto radical"" na eleição. olha, até o psol abriu mão pelo lula. vai ter que votar no leonardo péricles da up...",Negativo
2022-05-09 13:34:29+00:00,1523657662121975810,Péricles,"pq não vai ficar distribuindo panfleto no meio da rua com chance de levar um murro na cara por mais o tempo do segundo turno. quer dizer, eu queria mesmo era votar no leonardo péricles, na guajajara, na manu davila, mas não dá. não dá. ponto. ",Negativo
2022-05-09 10:00:52+00:00,1523603902389977088,Péricles,"  serve pra qualquer um. não existe essa de apenas dois candidatos. quer votar na esquerda e não quer ciro nem lula? tem o leonardo péricles, tem a sofia manzano, tem a vera lucia... esse negócio de apenas dois candidatos é criação do lula e fhc pra dominarem a política do brasil.",Neutro
2022-05-09 03:06:31+00:00,1523499628724957184,Péricles,"meu voto vai pra leonardo péricles ou sofia manzano, dois comunistas. e aí? ",Neutro
2022-05-09 02:05:14+00:00,1523484207242043393,Péricles,"aliás, já tive o prazer de ter uma breve conversa com o leonardo péricles, ali nos idos de 2012, quando militava na fnt. sujeito de visão, um cara que se parecia comigo e com os meus, não com esses metidos a professores sabichões que me dão asco. +",Neutro
2022-05-09 02:05:13+00:00,1523484203098071041,Péricles,"é impressionante as diferenças de postura entre a  e o  e sobretudo de seus candidatos à presidência, leonardo péricles e sofia manzano. de um lado, proposição, luta de base, gente como a gente. do outro, críticas ao lula e um monte de playboys.+",Neutro
2022-05-09 01:06:38+00:00,1523469459523923968,Péricles, vou de léonardo péricles!,Neutro
2022-05-08 23:54:39+00:00,1523451344832516096,Péricles,em um mundo perfeito eu consideraria votar no leonardo pericles desse partido q eu nem sabia q existia,Negativo
2022-05-08 23:08:21+00:00,1523439693312176128,Péricles," no primeiro turno não vai ser nem lula e nem bolsonaro, vai ser léonardo péricles! ✊🏾✊🏾",Negativo
2022-05-08 21:45:13+00:00,1523418772463267841,Péricles,"sou leonardo pericles, logo, não sou nem lula nem bolsonaro ",Neutro
2022-05-08 21:33:55+00:00,1523415926938382336,Péricles,meu presidente sera leonardo pericles,Neutro
2022-05-08 20:30:41+00:00,1523400015607365633,Péricles,  leonardo péricles do up,Neutro
2022-05-08 19:52:26+00:00,1523390386470735872,Péricles,ate agora minha transferencia de titulo ta la aguardando analise mas nada vai me impedir de votar no leonardo pericles se eu tiver q ir pra macaé so pra votar eu vou,Negativo
2022-05-08 19:34:49+00:00,1523385953573765120,Péricles,"lula, bolsonaro, ciro gomes, joão dória, eduardo leite, felipe d'villa, simone tebet, andré janones, leonardo péricles, vera lucia e eymael. até agora nenhum desses candidatos a presidência me agrada.",Neutro
2022-05-08 18:40:16+00:00,1523372229027045376,Péricles,"  a entrevista da vera na uol me decepcionou um pouco. ainda gosto dela, mas sem ciro, eu vou fácil no leonardo pericles. gosto muito dele, admiro demais !",Negativo
2022-05-08 17:12:18+00:00,1523350089955045382,Péricles,"meu candidato é o lulindo, mas concordo que o leonardo péricles tem mesmo essas qualidades. quem sabe no futuro? ",Negativo
2022-05-08 17:11:12+00:00,1523349813005193216,Péricles,  eu jurava que ele estava falando do leonardo péricles...,Neutro
2022-05-08 17:10:35+00:00,1523349656175976450,Péricles," já sou adulto. mas eu concordo que o leonardo péricles  seria uma boa opção, noutras circunstâncias..",Neutro
2022-05-08 17:00:39+00:00,1523347155989442562,Péricles," mas e quem vota no ciro, na vera lúcia ou no leonardo péricles?",Negativo
2022-05-08 16:35:41+00:00,1523340874713018371,Péricles, eu sou nem lula e nem bolsonaro pq sou leonardo péricles,Neutro
2022-05-08 16:11:00+00:00,1523334663363825664,Péricles,pq vcs não dão uma atenção ao pré candidato leonardo péricles?? 🤔...,Neutro
2022-05-08 16:06:19+00:00,1523333483921293312,Péricles, leonardo péricles,Neutro
2022-05-08 15:02:10+00:00,1523317338623279105,Péricles,nesta eleição há sim uma terceira via.podemos ter o primeiro presidente negro no brasil.a maioria das notícias só falam de 2 pré candidatos.mas há outros.assistam a entrevista com o leonardo péricles.,Negativo
2022-05-08 13:06:42+00:00,1523288283463454721,Péricles,faz o l de leonardo pericles socialista de verdade candidato da upsoca esse alckmin de vice no meio do rabo,Negativo
2022-05-08 11:11:33+00:00,1523259303985135616,Péricles,"no universo da política brasileira não existe apenas lula e bolsonaro como opções, reduzir as nossas possibilidades a isso não me parece democrático. apresento-lhes alternativas da esquerda racial: leonardo péricles e vera lúcia. ",Negativo
2022-05-08 02:47:20+00:00,1523132413240483840,Péricles,"  no primeiro turno, vou votar no leonardo péricles, um homem negro, comprometido com as lutas do povo e que apresentar um programa verdadeiramente de esquerda para o país.",Negativo
2022-05-08 00:29:43+00:00,1523097779618394112,Péricles,"eu acho q os ""presidenciáveis"" jair bolsonaro, ciro gomes, joão doria, eduardo leite, simone tebet, andre janones, felipe d'ávila, leonardo péricles, vera lucia, eymael deveriam doar seus recursos de campanha para combater a fome, escolher uma ong, pq vai ser ",Neutro
2022-05-08 00:22:09+00:00,1523095877945942016,Péricles, leonardo péricles - unidade popular.,Positivo
2022-05-07 23:28:41+00:00,1523082421754904576,Péricles,"""aquela ideia que nossos irmãos e irmãs cristãos defendem que todos tenham vida e vida em abundancia, a tradução disso 2000 anos depois que o homem de nazaré defendeu chama-se socialismoooo""- leonardo péricles 07/05/2022",Neutro
2022-05-07 23:19:07+00:00,1523080013217558528,Péricles,"mais um discurso hoje pra lista ""leonardo pericles skills and goals 2022""",Neutro
2022-05-07 23:12:11+00:00,1523078270925033472,Péricles,humm instigada a respeito desse leonardo pericles vieira,Neutro
2022-05-07 22:38:24+00:00,1523069765731856385,Péricles,"leonardo péricles exalta o sus: ""um dos melhores sistemas de saúde do planeta"" redetv! - uol -  ",Neutro
2022-05-07 22:38:08+00:00,1523069699008851968,Péricles,seu namorado vai te buscar de carro no trabalho e ao chegar leonardo pericles está no banco do passageiro ,Negativo
2022-05-07 20:36:57+00:00,1523039205047238657,Péricles,"temos também a up - leonardo péricles, mas esse está definido que tá com a força.quem é força e quem é resistência! vou marcar uma reunião e o villa vai me representar.a eleição será em 2026, boa sorte.avante",Neutro
2022-05-07 18:17:13+00:00,1523004039255887872,Péricles,leonardo péricles pra presidente!!,Neutro
2022-05-07 17:14:51+00:00,1522988341532274689,Péricles," momentos desesperadores exigem medidas desesperadas. queria muito que o pcb conseguisse colocar deputados no congresso nacional e vou de sofia manzano ou leonardo pericles  e gabriel colombo no primeiro turno. mas, no segundo turno é ""matar ou morrer"". é lula!",Negativo
2022-05-07 16:52:15+00:00,1522982654777430016,Péricles,"""não voto em lula nem bolsonaro, dois iguais"" se sua percepção é anormal nesse nível, tá beleza (não tá nada beleza mas fds) e se n quer nenhum dos dois, tem leonardo périclesque tá vindo de um lugar que todo político deveria estar, que é junto de quem realmente precisa",Neutro
2022-05-07 16:08:49+00:00,1522971727382388736,Péricles,"hoje na brigada do jornal a verdade (  fui mostrar o jornal pra um jovem e assim que ele bateu o olho na capa ele disse""eita esse daqui é o leonardo péricles né? o candidato que luta contra o racismo? eu vou votar nele""fiquei toda arrepiada",Neutro
2022-05-07 10:42:54+00:00,1522889706349944833,Péricles,    tem o candidato número 80 partido up leonardo péricles,Neutro
2022-05-07 00:06:32+00:00,1522729560122576900,Péricles, nem o leonardo péricles (up) ou a vera lúcia (pstu) lhe convencem?,Neutro
2022-05-06 23:06:18+00:00,1522714400834084864,Péricles,"leonardo péricles, pré-candidato à presidência pelo partido unidade popular, se coloca como “um político revolucionário”: ""moro na periferia, uso sus, ando de ônibus e acho que todo político deveria fazer isso”  ",Positivo
2022-05-06 20:02:53+00:00,1522668240861904896,Péricles,"“eu sou sonhador, mas aquele que sonha de olhos abertos, que traça o objetivo e luta pelo objetivo. e nós entendemos que isso é possível no brasil. é possível não ter fome, desemprego e miséria”, finaliza leonardo péricles  ",Negativo
2022-05-06 19:52:25+00:00,1522665606771888128,Péricles,"“eu me coloco como um político revolucionário. moro na periferia, uso sus, ando de ônibus, e acho que todo político deveria fazer isso”, diz leonardo péricles.  ",Neutro
2022-05-06 19:24:50+00:00,1522658665056157699,Péricles,"leonardo péricles fala sobre economia: “o brasil não é pobre, é um país muito rico que sua população está submetida à pobreza”  ",Neutro
2022-05-06 19:13:24+00:00,1522655789906903041,Péricles,"“a gente conseguiu o apoio mais de 1 milhão e 200 mil pessoas no brasil”, diz leonardo péricles sobre a luta para o registro do partido up. “todo esse processo nos credencia para agora disputar a presidência da república.”  ",Negativo
2022-05-06 19:05:56+00:00,1522653909688406016,Péricles,"acompanhe ao vivo!eleições 2022! a redetv! entrevista nesta sexta-feira (06) leonardo péricles, pré-candidato à presidência pelo up. veja!  ",Neutro
2022-05-06 19:03:43+00:00,1522653353028825088,Péricles,leonardo péricles ao vivo. candidato da up à presidência. ,Neutro
2022-05-06 14:00:00+00:00,1522576919161540609,Péricles,"é hoje! a redetv! entrevista leonardo péricles, pré-candidato à presidência pelo partido unidade popular (up). participe enviando a sua pergunta com a hashtag  nesta sexta (6), às 16h00, no youtube 'notícias redetv', no facebook e twitter da redetv! ",Negativo
2022-05-06 13:34:54+00:00,1522570601608761345,Péricles,leonardo pericles ,Neutro
2022-05-06 12:35:17+00:00,1522555598302334976,Péricles,"cabreiro (mas não eh surpresa) que apenas 2 candidatos a presidência e q não são brancos, são os únicos q nao tão se pagando de salvador da pátria/herói do povo ! leonardo pericles meu voto eh seu",Neutro
2022-05-06 10:21:33+00:00,1522521945685860354,Péricles," achei que ia falar que os candidatos ciro gomes, joão doria, eduardo leite, simone tebet, andré janones, felipe d’ávila, leonardo péricles, vera lúcia, eymael  admitiram que juntos não chegam nem em 15%",Neutro
2022-05-06 01:29:31+00:00,1522388052865429505,Péricles,leonardo pericles😼😎 ,Neutro
2022-05-06 00:30:00+00:00,1522373077190856705,Péricles,"a redetv! entrevista leonardo péricles, pré-candidato à presidência pelo partido unidade popular (up). você já pode participar enviando a sua pergunta com a hashtag  nesta sexta-feira (6), às 16h00, no youtube 'notícias redetv'! ",Positivo
2022-05-06 00:14:05+00:00,1522369073140621314,Péricles," interessante é ver a mídia, perdida e sem saber o que falar, diz que as eleições estão polarizadas. temos quase uma dezena de candidatos à presidente. claro que 90% são zé ninguém disfarçado,as temos a vera lucia(pstu) e leonardo péricles(up). temos opções.",Neutro
2022-05-05 23:22:43+00:00,1522356143233900546,Péricles,lista de pré-candidatos à presidência:lula (pt)jair messias bolsonaro (pl)ciro gomes (pdt)joao doria (psdb)eduardo leite (psdb)simone tebet (mdb)andre janones (avante)felipe d’ávila (novo)leonardo pericles (up)vera lucia (pstu)eymael (dc),Neutro
2022-05-05 20:26:50+00:00,1522311879938433025,Péricles,"por hoje é só!lembrando que na nesta sexta-feira (05/05) tem mais uma entrevista e você já pode enviar a sua pergunta. desta vez, a redetv! receberá leonardo péricles, pré-candidato à presidência pela unidade popular. ",Positivo
2022-05-05 19:44:00+00:00,1522301101634199553,Péricles,a política oportunista por trás da “combatividade” da unidade popular e leonardo péricles  vía ,Positivo
2022-05-05 18:37:58+00:00,1522284486205095939,Péricles," sofia manzano e leonardo pericles, são opções muito melhores! mas o papo aqui não é sobre qualidade e sim viabilidade dentro das eleições burguesas, eai sim, temos lula, o menos pior entre as opções “populares”! obs: ciro não é popular!",Positivo
2022-05-05 13:21:40+00:00,1522204886745567235,Péricles,"e assim foi o lançamento do livro obras escolhidas do che na faculdade de direito da usp, com presença do leonardo pericles, da vívian mendes, da isis mustafa, do cônsul-geral de cuba, pedro monzon, e do chavoso da usp!na primeira foto, só o time do correnteza usp 🌊✊🏽 ",Neutro
2022-05-05 13:12:27+00:00,1522202564611256320,Péricles,a política oportunista por trás da “combatividade” da unidade popular e leonardo péricles ,Positivo
2022-05-05 12:33:18+00:00,1522192713336172551,Péricles," leonardo péricles. no segundo turno, lula.",Negativo
2022-05-05 01:05:10+00:00,1522019537662664707,Péricles,a política oportunista por trás da “combatividade” da unidade popular e leonardo péricles  ,Positivo
2022-05-04 23:18:24+00:00,1521992668712218627,Péricles,a política oportunista por trás da “combatividade” da unidade popular e leonardo péricles  ,Positivo
2022-05-04 22:19:03+00:00,1521977734850822144,Péricles,"ouvindo, in loco, o leonardo péricles, presidente nacional da unidade popular e pré-candidato à presidência da república e duas coisas:1) em termos táticos, ele (e o chavoso da usp) foram corretamente intransigentes contra frentismo; pelo voto nulo, contra os de cima, etc ",Positivo
2022-05-04 21:45:19+00:00,1521969245525008385,Péricles,"e eu que tava estudando no fundo da sala dos estudantes da minha faculdade e aí do nada começou um evento em homenagem ao che guevara organizado pela up, pcr e ujr com participação do leonardo péricles e do chavoso da usp ",Negativo
2022-05-04 18:36:50+00:00,1521921813089075206,Péricles,a política oportunista por trás da “combatividade” da unidade popular e leonardo péricles  vía ,Positivo
2022-05-04 14:14:13+00:00,1521855720018391040,Péricles,leonardo péricles (pré-candidato à presidência) e vivian mendes (pré-candidata ao senado)agora rádio tribuna👇🏽👇🏽👇🏽 acompanhar e mobilizar🔥🆙,Neutro
2022-05-04 13:37:18+00:00,1521846432550068225,Péricles,"4 necessidade de efetivar lei de ensino de história africana nas escolas. lembro que o lula foi preso sem provas, mas contra o juiz  tem provas de sobra. no 2*turno, o jeito será votar lula. no primeiro, leonardo péricles.",Negativo
2022-05-04 11:37:32+00:00,1521816293426540547,Péricles,não vou mentir que eu sou doidinha pra votar no leonardo péricles,Negativo
2022-05-03 22:49:13+00:00,1521622937878605825,Péricles," creio que somente 3 candidatos assumiram esse compromisso. ciro gomes, sofia manzano e leonardo péricles.",Neutro
2022-05-03 12:28:27+00:00,1521466717284847617,Péricles,fml ces tem que votar no leonardo pericles não nesses veio branco,Negativo
2022-05-03 03:14:43+00:00,1521327363883216896,Péricles,"homem negro usando uma camisa larga com o número 80. ele tem um cabelo crespo tamanho médio com alguns fios brancos no topo. ele tbm levanta o punho direito pra cima. ao seu redor na imagem as frases em negrito: ""up""(unidade popular), ""leonardo péricles"" e ""pré-candidato +",Positivo
2022-05-03 00:07:01+00:00,1521280131117064193,Péricles," será que algum brasileiro tem dúvidas que a esquerda, se ganhar, não assumirá.  os indícios estão aí e são fortes. qualquer um dos outros ""zilhões"" de candidatos a presidente eles deixarão tomar posse. a exceção são: lula(pt), vera(pstu e leonardo péricles(up).",Neutro
2022-05-02 14:58:46+00:00,1521142156148232193,Péricles,"leonardo péricles (up):oi? perfeito e inspirador a trajetória dele na política, contra a burguesia (diferentes de uns candidatos ai) e socialista do jeito que gosto. ",Neutro
2022-05-01 22:37:13+00:00,1520895141661315073,Péricles," tenho minhas dúvidas que tenha aprendido e esteja disposto a ir além dessa conciliação eclética que vem fazendo. mas, vamos ver no que vai dar o governo dele. meu voto no primeiro turno é para leonardo péricles. no 2* voto até no capeta contra o bolsonaro.",Negativo
2022-05-01 19:46:10+00:00,1520852097721380865,Péricles, queria que um mano pique leonardo pericles tomasse o poder pra vocês ver oq eh bom pra polícia e milico...,Negativo
2022-05-01 01:28:01+00:00,1520575737656487936,Péricles,só os fechado com leonardo péricles vão comprar os poster e marca pagina do olga dia 7,Neutro
2022-05-01 01:16:55+00:00,1520572945650835456,Péricles,"como diz o companheiro leonardo pericles, nós queremos ter acesso ao banquete e não às migalhas, ainda que no governo bolsonaro até as migalhas nos são negadas. como diz a companheira vera lúcia, é preciso derrotar o capitalismo e não se voluntariar para administrá-lo.",Negativo
2022-04-30 22:01:27+00:00,1520523753956024320,Péricles,up nas ruas nesse sabadão de sol ☀️dia de apresentar a pré-candidatura do  à presidência do brasil e também agitar com o jornal a verdade uma parte de nós foi para o centro de goiânia e outra parte para o jardim guanabara#forabolsonaro  ,Neutro
2022-04-30 21:45:27+00:00,1520519728627961858,Péricles,"   amigo, nenhum outro candidato tem culhão e força popular pra derrubar o b além do lula, entenda. não existe terceira via para nós. queria muito votar no leonardo péricles, mas prefiro dar tiro certo, do que ficar pensando em segundo turno.",Positivo
2022-04-30 20:50:19+00:00,1520505853861838849,Péricles,   quem é leonardo péricles 🤔,Neutro
2022-04-30 19:12:17+00:00,1520481180449128448,Péricles,"   bom, eu não te ofendi e nem vou descer ao seu nível. no primeiro turno, eu não voto no alckmin, vou votar no leonardo péricles. no segundo, evidentemente votarei no que for contra o bolsonaro.",Negativo
2022-04-30 17:42:17+00:00,1520458531878621188,Péricles,"   prefiro o leonardo péricles, aquele que não se aliou ao alckmin.",Neutro
2022-04-30 15:24:19+00:00,1520423811887288321,Péricles,"divulgue a pré-candidatura de leonardo péricles!a comunicação da unidade popular criou essa capa de twitter para os militantes do partido e movimentos aliados utilizarem a fim de propagar ainda mais uma pré-candidatura popular e revolucionária. e aí, já botou a tua? ",Positivo
2022-04-29 19:31:00+00:00,1520123504942850048,Péricles, libertaria): 0% vera lúcia  0%josé maria  0%sofia  0%leonardo  0% nessuno/scheda bianca: 4% (-1)non so: 3% data rilevazione: 24-26 aprile+/-: 13-15 marzointervistati:,Neutro
2022-04-29 12:22:48+00:00,1520015745844977664,Péricles,"    4 candidatos melhores que lula/bozo/ciro/dória:leonardo périclesvera lúciasonia manzanoandre janonesflw, vlw",Neutro
2022-04-29 05:50:22+00:00,1519916982749048834,Péricles,"o leonardo péricles tava muito certo quando falou de taxar os partidos de esquerda que desconhecem a própria história e apoiam o que a mídia hegemônica prevalece. o psb colocou a internacional pra tocar com o alckmin na bancada,cara.",Neutro
2022-04-29 02:40:31+00:00,1519869207999127556,Péricles,"    leonardo péricles, fundador, presidente nacional e candidato a presidência pelo unidade popular.o único partido que verdadeiramente luta pelo socialismo no país. ",Positivo
2022-04-28 22:21:10+00:00,1519803939142709248,Péricles,"    leonardo péricles tem a experiência que conta: a da vida!preto, pobre, favelado e morador de invasão, enfrentou as adversidades desde que nasceu, lutou com a polícia fascista do pt e do novo em minas.tá pronto pra ser o presidente do povo e criar o salário mínimo de r$ 5 mil",Neutro
2022-04-28 22:11:30+00:00,1519801507390099459,Péricles,"    leonardo péricles, candidato do unidade popular.único comprometido com o povo pobre",Positivo
2022-04-28 21:31:40+00:00,1519791483804688384,Péricles,   meu voto é leonardo péricles.,Neutro
2022-04-28 17:10:46+00:00,1519725826975182858,Péricles,  por enquanto acho que é o leonardo péricles,Neutro
2022-04-28 11:54:59+00:00,1519646357182726144,Péricles,"ouçam nossa entrevista com o pré candidato à presidência pela unidade popular, leonardo péricles",Positivo
2022-04-28 04:42:34+00:00,1519537534472228864,Péricles,"     jamais eu votaria no pt, se não fosse ciro seria leonardo péricles! não voto em neoliberal corrupto logo pt nunca mais!",Negativo
2022-04-27 19:22:19+00:00,1519396543907999752,Péricles,"""no primeiro turno, voto até em leonardo péricles mas não voto no lula"" afirma, em suas redes sociais, estudante flopado. o homem de 21 anos concluiu com ""vou para angola no segundo turno a fim de justificar minha ausência nas urnas"".",Negativo
2022-04-27 02:22:32+00:00,1519139904697126912,Péricles,"nó, foi aí que o lula perdeu meu voto! 😂😂😂agora eu voto no leonardo pericles!!! ",Negativo
2022-04-26 21:48:36+00:00,1519070966646779906,Péricles,"o que é o álbum baile do fbc é um absurdo… ainda tô absorvendo. indico também fortemente a entrevista dele pro podpah, o sujeito é eleitor do leonardo pericles e tem uma opinião massa sobre vários assuntos.",Neutro
2022-04-26 16:13:34+00:00,1518986655931240456,Péricles,"candidatos ou pré candidatos oficiais até agorabolsonaro, lula, moro, ciro, doria, simone tebet, felipe dávila, andré janine, luciano bivar, leonardo pericles, aldo rebelo, eduardo leite, eymael, vera lúcia, sofia manzano.",Neutro
2022-04-26 08:00:40+00:00,1518862614004178944,Péricles,"pf esquerda se una p votar em alguém decente pq pqp o lula n é nada coerente e nada haver c os princípios reais da esquerda, mano tem o leonardo péricles e a vera lúcia mt melhor",Neutro
2022-04-25 18:28:05+00:00,1518658120309952516,Péricles,a saída é o socialismo !!!uma saída socialista para o brasil.debate entre pré candidatos socialistas.✔leonardo pericles- up✔sofia manzano-pcb✔vera- pstu✔glauber braga-psol,Neutro
2022-04-25 18:01:27+00:00,1518651416591712266,Péricles,"tô assistindo só agora o debate com sofia manzano, glauber braga, vera lúcia e leonardo péricles. cheguei na parte da treta - ucrânia, golpe de 2016, cuba, venezuela, ""stalinismo"", burocratização, china etc. tá animado rs",Neutro
2022-04-25 17:05:24+00:00,1518637311667412992,Péricles,"leia e divulgue  , um jornal dos trabalhadores na luta pelo socialismo. ilustração de  ",Neutro
2022-04-25 15:01:54+00:00,1518606233158225921,Péricles,"leonardo péricles, pré-candidato à presidência, diz que brasileiros devem 'espremer os deputados' (com ",Neutro
2022-04-25 13:58:16+00:00,1518590218802188289,Péricles,"   eu vou votar no leonardo péricles do up, a corrupção no governo bolsonaro é bla bla bla, a corrupção no governo do pt é um escândalo a maior da historia que destruiu o pais kkkkkkkkkkkkk meu bandido de estimação que fala né",Negativo
2022-04-24 01:03:42+00:00,1518032903778799616,Péricles," quer votar em alguém que é de esquerda e não tem nome envolvido em corrupção? :leonardo pericles, quer votar em liberal ? felipe d’avila, quer votar em um cara que tem uma boa oratória? vota no ciro gomes. não precisa ser uma decisão entre o sanduíche de merda e o babaca inútil.",Negativo
2022-04-23 22:59:15+00:00,1518001584327774209,Péricles,os candidatos leonardo péricles (up) e sofia manzano (pcb) já pontuaram nas pesquisas 1% agora vai hein 😂😂😂😂😂😂😂,Neutro
2022-04-23 16:21:38+00:00,1517901521089961984,Péricles, adm o role é leonardo pericles ,Neutro
2022-04-23 15:26:33+00:00,1517887659951243264,Péricles,"debate promovido pelo  com as pré-candidaturas da esquerda socialista à presidência da república, apresentação dos pré-candidatos e debate programático. com sofia manzano (pcb), glauber braga (psol), vera lúcia (pstu) e leonardo péricles (up)",Neutro
2022-04-23 15:10:49+00:00,1517883698477244417,Péricles,"porém com alckmin como vice é osso. atualmente estou com o leonardo péricles, da up, mesmo não aparecendo nas pesquisas. pra mim é um voto pra alavancar um partido recém criado. óbvio, meu voto pode mudar caso o psol lance seu candidato, mas por hora é isso",Neutro
2022-04-23 13:16:51+00:00,1517855016635318272,Péricles,"nesse ano vai ter eleição pra presidente e eu não vou votar no 🐙 no primeiro turno nem fodendo, sinto que essa história aí vai ser parecida com a de belém, no primeiro turno vou votar no leonardo péricles, por mais que eu saiba que ele não vai ganhar",Negativo
2022-04-23 06:45:37+00:00,1517756563443879936,Péricles,sofia manzano 🤝🏾 leonardo periclesdefender cuba socialista da insanidade trotskista do pstu,Neutro
2022-04-23 04:06:31+00:00,1517716524697591808,Péricles,leonardo péricles mt classudo negrao chique e elegante,Neutro
2022-04-23 00:27:53+00:00,1517661499942187008,Péricles,simplesmente leonardo péricles  ,Neutro
2022-04-23 00:11:10+00:00,1517657295123009537,Péricles,sofia manzano (pcb) e leonardo péricles (up) se posicionaram contrários a unidade de uma frente de esquerda socialista no debate de agora. vera lúcia (pstu) também não ajudou e ficou claro com sua fala q o convite ao pólo socialista é apenas a busca de incidir na crise do psol. +,Negativo
2022-04-22 23:16:53+00:00,1517643634409103362,Péricles,   quem infernos é leonardo péricles?,Neutro
2022-04-22 22:46:05+00:00,1517635881485668352,Péricles,"debate entre os pré candidatos socialistas, leonardo pericles entre eles!!!!",Neutro
2022-04-22 22:09:31+00:00,1517626680340275201,Péricles,"🚩 debate: uma alternativa socialista para o brasil! sexta, 22/04, 19h, teremos o primeiro debate entre as pré-candidaturas socialistas à presidência da republica. glauber braga, leonardo péricles, sofia manzano (pcb) e vera lúcia.",Neutro
2022-04-22 19:11:45+00:00,1517581945139568642,Péricles,eu vo votar no leonardo péricles ou na vera lúcia ,Negativo
2022-04-22 18:31:04+00:00,1517571705006342151,Péricles," dos(as) pré-candidatos(as)leonardo péricles é morador da ocupação eliana silva (bh), militante do movimento de luta nos bairros, vilas e favelas (mlb) e presidente nacional da unidade popular (up). iniciou sua militância no movimento estudantil,+ ",Positivo
2022-04-22 17:15:30+00:00,1517552688946372615,Péricles, e ainda mais: a favor da democracia burguesa ou da popular? leonardo péricles e sofia manzano pra quem é pelo povo e pelos trabalhadores de verdade,Positivo
2022-04-22 16:07:19+00:00,1517535530057150465,Péricles," leonardo pericles, procure saber",Neutro
2022-04-22 12:39:05+00:00,1517483126414581762,Péricles,"eleições: se você não conhecia janones, provavelmente não ouviu falar também de leonardo péricles e vera lúcia, candidatos à presidência pelo up e pstu, respectivamente.",Neutro
2022-04-22 12:34:58+00:00,1517482089981087744,Péricles, leonardo péricles.,Neutro
2022-04-22 11:19:57+00:00,1517463212807139328,Péricles, leonardo pericles!  ❤️,Neutro
